title,price,location,url
3 Zimmer-Wohnung,1’570 CHF,4125 Riehen,https://flatfox.ch/de/wohnung/keltenweg-5-4125-riehen/1580533/
490m² Lager,61 CHF / m²,4414 Füllinsdorf,https://flatfox.ch/de/wohnung/auf-anfrage-4414-fullinsdorf/1579674/
3 ½ Zimmer-Wohnung,1’880 CHF,4104 Oberwil BL,https://flatfox.ch/de/wohnung/langegasse-97-4104-oberwil-bl/1579562/
3 ½ Zimmer-Wohnung,2’197 CHF,4142 Münchenstein,https://flatfox.ch/de/wohnung/loogstrasse-36-4142-munchenstein/1579193/
3 Zimmer-Wohnung,1’690 CHF,4054 Basel,https://flatfox.ch/de/wohnung/weiherhofstr-26-4054-basel/1579100/
3 Zimmer-Wohnung,1’910 CHF,4052 Basel,https://flatfox.ch/de/wohnung/beim-goldenen-lowen-9-4052-basel/1579098/
3 Zimmer-Wohnung,1’733 CHF,4056 Basel,https://flatfox.ch/de/wohnung/luzernerring-70-4056-basel/1579090/
3 ½ Zimmer-Maisonette,2’095 CHF,4123 Allschwil,https://flatfox.ch/de/wohnung/baselmattweg-142-152a-4123-allschwil/1579067/
3 ½ Zimmer-Wohnung,1’990 CHF,4102 Binningen,https://flatfox.ch/de/wohnung/hauptstrasse-122-4102-binningen/1164503/
3 ½ Zimmer-Wohnung,1’815 CHF,4415 Lausen,https://flatfox.ch/de/wohnung/weidmattstrasse-55-4415-lausen/1578955/
3 ½ Zimmer-Dachwohnung,2’250 CHF,4410 Liestal,https://flatfox.ch/de/wohnung/oristalstr-49-a-4410-liestal/1567262/
3 ½ Zimmer-Wohnung,2’007 CHF,4410 Liestal,https://flatfox.ch/de/wohnung/gasstrasse-18-4410-liestal/1573083/
3 ½ Zimmer-Dachwohnung,1’940 CHF,4206 Seewen SO,https://flatfox.ch/de/wohnung/dorfstrasse-14-4206-seewen-so/1577591/
3 ½ Zimmer-Wohnung,1’912 CHF,4104 Oberwil BL,https://flatfox.ch/de/wohnung/langegasse-99-4104-oberwil-bl/1577324/
3 ½ Zimmer-Wohnung,1’952 CHF,4052 Basel,https://flatfox.ch/de/wohnung/st-jakobsstrasse-193-4052-basel/1577322/
3 Zimmer-Wohnung,1’760 CHF,4153 Reinach,https://flatfox.ch/de/wohnung/zihlackerstrasse-6-4153-reinach/1532989/
WG Zimmer,730 CHF,4102 Binningen,https://flatfox.ch/de/wohnung/4102-binningen/1577105/
4 ½ Zimmer-Wohnung,1’590 CHF,4142 Münchenstein,https://flatfox.ch/de/wohnung/ruchfeldstrasse-28-4142-munchenstein/1576681/
4 ½ Zimmer-Wohnung,2’036 CHF,4102 Binningen,https://flatfox.ch/de/wohnung/schafmattweg-47-4102-binningen/1553884/
4 Zimmer-Wohnung,1’820 CHF,4142 Münchenstein,https://flatfox.ch/de/wohnung/im-steinenmuller-23-4142-munchenstein/1569606/
2 ½ Zimmer-Wohnung,1’759 CHF,4057 Basel,https://flatfox.ch/de/wohnung/haltingerstrasse-70-4057-basel/1575565/
3 Zimmer-Wohnung,1’440 CHF,4052 Basel,https://flatfox.ch/de/wohnung/lehenmattstr-140-4052-basel/1575535/
3 Zimmer-Wohnung,1’570 CHF,4051 Basel,https://flatfox.ch/de/wohnung/innere-margarethenstrasse-19-4051-basel/1574503/
3 ½ Zimmer-Wohnung,1’840 CHF,4054 Basel,https://flatfox.ch/de/wohnung/holeestrasse-65-4054-basel/1574499/
135m² Büro,2’200 CHF,4222 Zwingen,https://flatfox.ch/de/wohnung/auf-anfrage-4222-zwingen/1574460/
138m² Büro,1’990 CHF,4102 Binningen,https://flatfox.ch/de/wohnung/auf-anfrage-4102-binningen/1574451/
4 ½ Zimmer-Wohnung,1’740 CHF,4133 Pratteln,https://flatfox.ch/de/wohnung/sonnenweg-23-4133-pratteln/1574362/
3 Zimmer-Wohnung,1’575 CHF,4053 Basel,https://flatfox.ch/de/wohnung/sempacherstrasse-59-4053-basel/1574300/
3 ½ Zimmer-Wohnung,1’650 CHF,4410 Liestal,https://flatfox.ch/de/wohnung/auf-anfrage-4410-liestal/1574084/
4 Zimmer-Wohnung,1’920 CHF,4144 Arlesheim,https://flatfox.ch/de/wohnung/mattweg-92-4144-arlesheim/1573881/
3 Zimmer-Wohnung,1’610 CHF,4057 Basel,https://flatfox.ch/de/wohnung/hammerstrasse-142-4057-basel/1573787/
2 ½ Zimmer-Wohnung,1’705 CHF,4410 Liestal,https://flatfox.ch/de/wohnung/heidenlochstrasse-96d-4410-liestal/1573207/
3 ½ Zimmer-Wohnung,2’025 CHF,4133 Pratteln,https://flatfox.ch/de/wohnung/muhleweg-42-4133-pratteln/1573142/
2 ½ Zimmer-Dachwohnung,1’740 CHF,4103 Bottmingen,https://flatfox.ch/de/wohnung/4103-bottmingen/1573098/
4 Zimmer-Wohnung,1’850 CHF,4058 Basel,https://flatfox.ch/de/wohnung/peter-rot-strasse-113-4058-basel/1572957/
3 Zimmer-Wohnung,1’886 CHF,4052 Basel,https://flatfox.ch/de/wohnung/beim-letziturm-13-4052-basel/1572691/
3 ½ Zimmer-Wohnung,2’240 CHF,4123 Allschwil,https://flatfox.ch/de/wohnung/burgfeldermattweg-49-4123-allschwil/1192753/
2 ½ Zimmer-Wohnung,2’019 CHF,4103 Bottmingen,https://flatfox.ch/de/wohnung/4103-bottmingen/1571619/
3 ½ Zimmer-Wohnung,1’880 CHF,4053 Basel,https://flatfox.ch/de/wohnung/dornacherstrasse-290-4053-basel/1571504/
75m² Praxis,1’970 CHF,4104 Oberwil BL,https://flatfox.ch/de/wohnung/4104-oberwil-bl/1571472/
3 ½ Zimmer-Wohnung,2’020 CHF,4142 Münchenstein,https://flatfox.ch/de/wohnung/langackerstrasse-11-4142-munchenstein/1569937/
3 ½ Zimmer-Wohnung,1’120 CHF,4416 Bubendorf,https://flatfox.ch/de/wohnung/mittebruhlstrasse-7-4416-bubendorf/1569448/
3 ½ Zimmer-Wohnung,1’880 CHF,4132 Muttenz,https://flatfox.ch/de/wohnung/bahnhofstrasse-41-4132-muttenz/1569424/
4 ½ Zimmer-Wohnung,2’230 CHF,4102 Binningen,https://flatfox.ch/de/wohnung/auf-anfrage-4102-binningen/1569307/
3 ½ Zimmer-Wohnung,1’450 CHF,4203 Grellingen,https://flatfox.ch/de/wohnung/auf-anfrage-4203-grellingen/1569287/
3 Zimmer-Wohnung,1’850 CHF,4058 Basel,https://flatfox.ch/de/wohnung/baumlihofstrasse-183-4058-basel/1569258/
108m² Büro,1’500 CHF,4410 Liestal,https://flatfox.ch/de/wohnung/fischmarkt-13-4410-liestal/1569255/
WG Zimmer,900 CHF,4133 Pratteln,https://flatfox.ch/de/wohnung/bahnhofplatz-2-4133-pratteln/1569156/
3 ½ Zimmer-Wohnung,1’720 CHF,4125 Riehen,https://flatfox.ch/de/wohnung/baselstrasse-23-4125-riehen/1281180/
4 ½ Zimmer-Wohnung,1’876 CHF,4143 Dornach,https://flatfox.ch/de/wohnung/wollmattweg-6-4143-dornach/1568821/
4 ½ Zimmer-Wohnung,1’570 CHF,4402 Frenkendorf,https://flatfox.ch/de/wohnung/guterstrasse-11-4402-frenkendorf/1568691/
4 ½ Zimmer-Wohnung,1’801 CHF,4106 Therwil,https://flatfox.ch/de/wohnung/im-wilacker-15-4106-therwil/1568684/
3 ½ Zimmer-Wohnung,1’750 CHF,4125 Riehen,https://flatfox.ch/de/wohnung/gatternweg-18-4125-riehen/1565089/
4 ½ Zimmer-Wohnung,1’615 CHF,4402 Frenkendorf,https://flatfox.ch/de/wohnung/muhlackerstr-5-4402-frenkendorf/1566674/
126m² Büro,314 CHF / m²,4052 Basel,https://flatfox.ch/de/wohnung/st-alban-vorstadt-5-4052-basel/1566501/
4 ½ Zimmer-Wohnung,1’450 CHF,4107 Ettingen,https://flatfox.ch/de/wohnung/hauptstrasse-73-4107-ettingen/1566338/
3 ½ Zimmer-Wohnung,2’198 CHF,4125 Riehen,https://flatfox.ch/de/wohnung/lorracherstrasse-146-4125-riehen/1565967/
4 ½ Zimmer-Wohnung,1’726 CHF,4133 Pratteln,https://flatfox.ch/de/wohnung/muttenzerstr-78-4133-pratteln/1565678/
75m² Parkplatz,810 CHF,4132 Muttenz,https://flatfox.ch/de/wohnung/4132-muttenz/1565098/
3 ½ Zimmer-Wohnung,1’940 CHF,4410 Liestal,https://flatfox.ch/de/wohnung/kasernenstrasse-68-4410-liestal/1557162/
3 Zimmer-Wohnung,1’762 CHF,4054 Basel,https://flatfox.ch/de/wohnung/neuweilerstr-22-4054-basel/1563541/
70m² Büro,1’450 CHF,4222 Zwingen,https://flatfox.ch/de/wohnung/auf-anfrage-4222-zwingen/1563466/
3 ½ Zimmer-Wohnung,2’050 CHF,4104 Oberwil BL,https://flatfox.ch/de/wohnung/langegasse-95-4104-oberwil-bl/1562897/
3 ½ Zimmer-Maisonette,2’230 CHF,4123 Allschwil,https://flatfox.ch/de/wohnung/muesmattweg-110a-4123-allschwil/1563211/
3 ½ Zimmer-Wohnung,2’150 CHF,4123 Allschwil,https://flatfox.ch/de/wohnung/spitzwaldstrasse-206-4123-allschwil/1561612/
3 ½ Zimmer-Wohnung,2’220 CHF,4123 Allschwil,https://flatfox.ch/de/wohnung/4123-allschwil/1561271/
2 ½ Zimmer-Wohnung,1’760 CHF,4059 Basel,https://flatfox.ch/de/wohnung/gundeldingerrain-147-4059-basel/1560467/
3 ½ Zimmer-Reihenhaus,2’075 CHF,4417 Ziefen,https://flatfox.ch/de/wohnung/hofmattring-11b-4417-ziefen/1556484/
3 Zimmer-Wohnung,1’490 CHF,4052 Basel,https://flatfox.ch/de/wohnung/lehenmattstrasse-155-4052-basel/1560127/
3 ½ Zimmer-Dachwohnung,2’240 CHF,4053 Basel,https://flatfox.ch/de/wohnung/4053-basel/1560042/
3 ½ Zimmer-Wohnung,1’800 CHF,4410 Liestal,https://flatfox.ch/de/wohnung/burgstrasse-6-4410-liestal/1550062/
3 Zimmer-Wohnung,1’900 CHF,4051 Basel,https://flatfox.ch/de/wohnung/schutzenmattstrasse-85-4051-basel/1559722/
3 ½ Zimmer-Wohnung,2’100 CHF,4147 Aesch,https://flatfox.ch/de/wohnung/reinacherstrasse-10-4147-aesch/1558879/
4 ½ Zimmer-Wohnung,1’900 CHF,4132 Muttenz,https://flatfox.ch/de/wohnung/eptingerstrasse-22-4132-muttenz/1558808/
3 ½ Zimmer-Wohnung,1’830 CHF,4415 Lausen,https://flatfox.ch/de/wohnung/weidmattstrasse-49-4415-lausen/1558784/
4 ½ Zimmer-Wohnung,2’005 CHF,4144 Arlesheim,https://flatfox.ch/de/wohnung/im-lee-4-4144-arlesheim/1364967/
3 Zimmer-Wohnung,2’190 CHF,4058 Basel,https://flatfox.ch/de/wohnung/riehenring-7-4058-basel/1557166/
4 ½ Zimmer-Wohnung,2’100 CHF,4102 Binningen,https://flatfox.ch/de/wohnung/bollwerkstrasse-30c-4102-binningen/1505657/
202m² Büro,263 CHF / m²,4051 Basel,https://flatfox.ch/de/wohnung/steinengraben-55-4051-basel/1555073/
3 Zimmer-Wohnung,1’755 CHF,4053 Basel,https://flatfox.ch/de/wohnung/sempacherstrasse-14-4053-basel/1554545/
2 ½ Zimmer-Dachwohnung,1’545 CHF,4053 Basel,https://flatfox.ch/de/wohnung/delsbergerallee-7-4053-basel/1554543/
4 Zimmer-Wohnung,1’670 CHF,4102 Binningen,https://flatfox.ch/de/wohnung/bottmingerstrasse-47-4102-binningen/1554501/
3 ½ Zimmer-Wohnung,1’750 CHF,4132 Muttenz,https://flatfox.ch/de/wohnung/hauptstrasse-76-4132-muttenz/1520617/
75m² Büro,2’055 CHF,4058 Basel,https://flatfox.ch/de/wohnung/teichgasslein-9-4058-basel/1551661/
4 ½ Zimmer-Wohnung,1’700 CHF,4143 Dornach,https://flatfox.ch/de/wohnung/hauptstrasse-36-4143-dornach/1549418/
3 ½ Zimmer-Wohnung,1’960 CHF,4123 Allschwil,https://flatfox.ch/de/wohnung/bettenstrasse-22-4123-allschwil/1426724/
3 Zimmer-Wohnung,1’605 CHF,4058 Basel,https://flatfox.ch/de/wohnung/schopfheimerstr-8-4058-basel/1549146/
3 Zimmer-Wohnung,1’560 CHF,4058 Basel,https://flatfox.ch/de/wohnung/turnerstrasse-6-4058-basel/1546794/
2 Zimmer-Wohnung,1’990 CHF,4051 Basel,https://flatfox.ch/de/wohnung/steinenvorstadt-27-4051-basel/1546783/
3 Zimmer-Wohnung,1’499 CHF,4102 Binningen,https://flatfox.ch/de/wohnung/schweissbergweg-15-4102-binningen/1546749/
3 ½ Zimmer-Wohnung,2’090 CHF,4102 Binningen,https://flatfox.ch/de/wohnung/bottmingerstr-121-4102-binningen/1545260/
3 ½ Zimmer-Wohnung,2’090 CHF,4102 Binningen,https://flatfox.ch/de/wohnung/bottmingerstr-119-4102-binningen/1545259/
130m² Büro,99 CHF,4104 Oberwil,https://flatfox.ch/de/wohnung/bottmingerstrasse-75-4104-oberwil/1545243/
95m² Büro,99 CHF,4106 Therwil,https://flatfox.ch/de/wohnung/oberwilerstrasse-40b-4106-therwil/1544789/
184m² Büro,99 CHF,4106 Therwil,https://flatfox.ch/de/wohnung/oberwilerstrasse-40b-4106-therwil/1539562/
2 Zimmer-Wohnung,1’650 CHF,4052 Basel,https://flatfox.ch/de/wohnung/st-jakobs-strasse-4042-4052-basel/1527460/
3 ½ Zimmer-Wohnung,1’970 CHF,4054 Basel,https://flatfox.ch/de/wohnung/rumelinbachweg-23-4054-basel/1543896/
WG Zimmer,950 CHF,4057 Basel,https://flatfox.ch/de/wohnung/4057-basel/1543386/
3 ½ Zimmer-Wohnung,2’030 CHF,4416 Bubendorf (BL) Bubendorf,https://flatfox.ch/de/wohnung/hauptstrasse-86b-4416-bubendorf-bl-bubendorf/1542952/
3 Zimmer-Wohnung,1’840 CHF,4125 Riehen,https://flatfox.ch/de/wohnung/lachenweg-5-4125-riehen/1537604/
3 ½ Zimmer-Wohnung,1’950 CHF,4303 Kaiseraugst,https://flatfox.ch/de/wohnung/liebrutistrasse-24-4303-kaiseraugst/1541608/
3 ½ Zimmer-Wohnung,2’020 CHF,4303 Kaiseraugst,https://flatfox.ch/de/wohnung/liebrutistrasse-23-4303-kaiseraugst/1541607/
3 ½ Zimmer-Wohnung,1’950 CHF,4303 Kaiseraugst,https://flatfox.ch/de/wohnung/liebrutistrasse-22-4303-kaiseraugst/1541606/
165m² Gewerbe,173 CHF / m²,4142 Münchenstein,https://flatfox.ch/de/wohnung/langackerstrasse-9-4142-munchenstein/1541576/
